SK_ID_CURR,TARGET
100001,0.022095949301025573
100005,0.11518152728001116
100013,0.023894768452882537
100028,0.03505414722583584
100038,0.1633276929748203
100042,0.05236846771503856
100057,0.00745956139935189
100065,0.023226637075397575
100066,0.007458935084201273
100067,0.08030267686342651
100074,0.04881623188298351
100090,0.026608267368621527
100091,0.13929527045114198
100092,0.049343416400609824
100106,0.041835136372509296
100107,0.15468850462645073
100109,0.04844350557830927
100117,0.0258725187307947
100128,0.13461613591439767
100141,0.03451315212794281
100150,0.028081388001241443
100168,0.010830021160737125
100169,0.04097956160810627
100170,0.2566116671310534
100171,0.06113040438952305
100172,0.10561883356793264
100184,0.10961402114121725
100187,0.08049538984561423
100212,0.024627792081024183
100222,0.05931103268703732
100223,0.02390499131425306
100232,0.009312311041992755
100241,0.12204024558426006
100245,0.018762169068781403
100253,0.030451399134125735
100256,0.06437151023049854
100271,0.010433071131410912
100278,0.42691865160435144
100280,0.008219462994175154
100306,0.1767815582072073
100311,0.07621409450905095
100312,0.023445773577699367
100330,0.1314006838727368
100331,0.020183385384563844
100352,0.1579461879537063
100358,0.0971156289523326
100367,0.015627959787553648
100382,0.10588714619985715
100384,0.1681165873964055
100385,0.06058620255128427
100386,0.042298387524054515
100399,0.032815288597454306
100404,0.025759470359060774
100416,0.011525856914143838
100422,0.03041909813215899
100426,0.018781478125510773
100438,0.032893092546519564
100444,0.1367466522710472
100445,0.11834030051962519
100446,0.05300679192305361
100447,0.018766223776057973
100450,0.20335758338137078
100466,0.018370658485068712
100483,0.015583431097983318
100484,0.027524594385278055
100494,0.047065754154765965
100510,0.12878767616353132
100512,0.007369996278567555
100517,0.026066825736423396
100548,0.023488015800011787
100551,0.05004852942730858
100552,0.09629630650615761
100553,0.015088334642112702
100561,0.12635736404780396
100568,0.45362518095673676
100569,0.01604805534674411
100591,0.12471052822987688
100592,0.025020645360008954
100602,0.0293775248328415
100607,0.06430542143603836
100613,0.06211421612779633
100617,0.09028763684844565
100618,0.09538646647287209
100622,0.05710125472344939
100625,0.06675623783518334
100677,0.08188910087395884
100699,0.035558387455860985
100702,0.3426441753676574
100711,0.03672583883079482
100729,0.10878991222869758
100740,0.20010535426406856
100744,0.11958256922361934
100745,0.049072720840784886
100747,0.06695160484551292
100751,0.37613510614276835
100752,0.027685553790579208
100753,0.15013932630823734
100754,0.26301971806662167
100760,0.03183748624702832
100762,0.08950995851376863
100763,0.031594652283703714
100765,0.01638061794247826
100770,0.0855766947181994
100772,0.03463404692096103
100777,0.01769305968883852
100791,0.015739620532082884
100792,0.008097523533951377
100797,0.028343921613550017
100823,0.03273297828996611
100826,0.02219524711020745
100830,0.043133074283875306
100836,0.23975637990021192
100872,0.08548061110633687
100910,0.03857066794196986
100913,0.09733888765535369
100918,0.016076775432984726
100931,0.010430329265009957
100952,0.022029728292915513
100953,0.020153473749444834
100965,0.15634491490703226
100970,0.019942491749347195
100982,0.19428242162525508
100983,0.2956940276715991
100984,0.046737852260172325
100987,0.03444556272348715
100997,0.05981457559173277
100998,0.26084865869295837
101002,0.03324952693737984
101005,0.15053328057386123
101008,0.4225200509237527
101020,0.04219390833917597
101021,0.07722092411838087
101024,0.045451716331382716
101025,0.2678009322954105
101026,0.046518451320311266
101031,0.01124769082205179
101041,0.015800141065615895
101051,0.005633881126471143
101055,0.08459208631335453
101056,0.2474152710023892
101057,0.018934781361273384
101064,0.01746339432516708
101079,0.07550064282596472
101087,0.009794433502851538
101090,0.02334481331473361
101092,0.08642024844988647
101097,0.15165619557180152
101099,0.017412655915591248
101107,0.10762305113756322
101118,0.02486724845815648
101125,0.11979174850845774
101126,0.011468991354323778
101128,0.007248094473189724
101136,0.04228774350868913
101140,0.1853443556163043
101149,0.06098828435696469
101160,0.13512884363843747
101169,0.17472176201816378
101181,0.049984532179312535
101186,0.007059482847304772
101190,0.0235983749756756
101193,0.09998723122367278
101194,0.14315371859477324
101198,0.18686149387427886
101200,0.016027573312118563
101204,0.018077154831094625
101211,0.1003092518134449
101213,0.04158385678089395
101223,0.02608818938782755
101225,0.09757423985925157
101237,0.036976057899020115
101243,0.06293596616000571
101244,0.07371333321385348
101258,0.021256646999720283
101259,0.13750545507340778
101268,0.115300621611577
101269,0.018764895583022894
101271,0.02457669010820726
101279,0.03106360479080923
101281,0.13770825835368963
101287,0.024806228088070377
101292,0.023070063127383623
101294,0.03025181428120077
101296,0.10926830404637633
101297,0.015401810683164444
101299,0.024719345519328424
101301,0.037058664238811476
101305,0.09626735429895583
101308,0.18643960110994146
101318,0.011141902764954146
101327,0.2912969794487349
101329,0.00728943304453228
101332,0.04435831018076854
101337,0.03522393060992164
101343,0.016986056287793268
101345,0.02191922226465069
101346,0.014173590260466102
101353,0.020636334142273546
101354,0.1533204206325094
101355,0.14416862014193435
101356,0.020890315322202407
101362,0.04947150814687171
101363,0.5266566818323829
101365,0.01465138981679719
101366,0.06664249354366363
101367,0.21822095505114653
101368,0.008980903770640425
101374,0.1315849537290457
101380,0.013075906170510835
101383,0.033753983458176685
101398,0.018877473650659282
101399,0.16170726605470495
101401,0.2255864259108868
101412,0.056894689130195346
101426,0.09130062268665731
101427,0.2876131921300158
101428,0.1789653295557858
101429,0.18870935834136726
101434,0.01629557121265221
101440,0.2421769967504699
101448,0.05095169922004782
101449,0.05684168651170493
101465,0.03293239370114792
101467,0.026904785040027596
101472,0.07296601983767942
101478,0.16518358496708613
101497,0.055907138114445476
101504,0.03976599633729197
101547,0.012575771017867776
101548,0.06404642428619425
101555,0.03845243651108044
101570,0.012640380113061943
101572,0.03991690250365314
101578,0.048719767383386625
101580,0.13088971149196665
101588,0.14301457504496115
101602,0.041141788083715033
101610,0.11365427616077026
101614,0.02421451005346105
101616,0.016236050993357638
101643,0.14089615720388715
101644,0.03551939916720111
101649,0.029191802460268257
101650,0.05328801814860193
101665,0.015032074425448965
101667,0.10150865418347718
101669,0.050715787698444086
101674,0.09608133082948843
101675,0.00804397733292185
101678,0.08502211621265543
101682,0.01503741173157342
101686,0.034674716491138347
101697,0.22304887406626075
101700,0.36324738501565534
101711,0.023408284412242814
101714,0.04030543477994555
101715,0.2634763051420117
101728,0.02619537323760828
101732,0.051000597990131624
101757,0.11926904965455683
101758,0.027675153911034818
101759,0.06274074585131514
101762,0.019063911389648074
101764,0.07032677684158217
101780,0.1431212914504867
101784,0.013634390745524916
101789,0.01786985722675581
101816,0.06956651743502774
101819,0.051351595493940645
101827,0.009393649739652399
101863,0.06232595647478081
101867,0.02888303662065108
101870,0.011893659196891535
101873,0.2097228768292047
101878,0.0628963413141772
101879,0.08238323696653982
101880,0.016573317624447054
101887,0.03569278451504055
101897,0.013644128652499336
101901,0.06557733756737666
101903,0.1716201216130535
101920,0.03576049422248254
101921,0.014420889197935209
101922,0.08092169467483959
101961,0.08809034989417079
101962,0.009486071851058167
101971,0.03841537835479236
101976,0.38331660008442103
102002,0.12116525782231005
102005,0.026006922942920112
102007,0.32632428620202325
102017,0.016114200676881567
102019,0.21169846359429026
102029,0.017157834721384484
102051,0.13298259074161295
102052,0.006075120773688751
102054,0.02049481080431605
102062,0.059881117701759023
102067,0.160145499925762
102068,0.1221676148708803
102070,0.0687842346697917
102090,0.0715471158680812
102092,0.03449395302511813
102099,0.09389471491220282
102100,0.030249964991940638
102112,0.1306390712164377
102113,0.017482286122942853
102122,0.26215371909772645
102123,0.04677457467662061
102125,0.02150299520621338
102126,0.18566755583649008
102146,0.01628681301704931
102147,0.05892382812467318
102151,0.04541746338791511
102158,0.23370779763735422
102159,0.02924552301741051
102162,0.025527600640258594
102165,0.03287283499991022
102166,0.020177156875436517
102174,0.0078267436188727
102193,0.13696231094174763
102198,0.039929111431326575
102205,0.14350937167090744
102206,0.011425584596045807
102218,0.02261172036554159
102221,0.02486254591045168
102230,0.07945171866585843
102238,0.013138384208919867
102248,0.035765703406231655
102252,0.24754754503364318
102259,0.06675298021589483
102262,0.11027455931670366
102273,0.04801410751038794
102286,0.1817356994754361
102293,0.006094698783271121
102294,0.03426335556704224
102296,0.06791121335885124
102298,0.11195516043786106
102303,0.01805456887654798
102309,0.07459981613133025
102315,0.030918045715601104
102340,0.04358481743669707
102342,0.04258109218567201
102344,0.027140130263253445
102346,0.08646638461613143
102347,0.011116020733393229
102374,0.06466167001670463
102380,0.036901520555982815
102387,0.012856614699353426
102393,0.029127921119422584
102403,0.014564343317386451
102413,0.03904856581590628
102414,0.0050701405368569485
102415,0.026650045549049838
102416,0.08036292120889164
102439,0.025753934945889637
102441,0.032657532502056094
102443,0.01676709379139778
102444,0.10323995888438327
102445,0.07848198657725244
102448,0.02867704153807067
102449,0.04517827178449974
102450,0.21863258050909268
102456,0.010137417665032223
102458,0.08483911615153167
102459,0.04900078628837208
102465,0.03599203624491029
102470,0.2112836182425176
102471,0.017045140584343917
102475,0.018561713442227196
102476,0.2477085460451255
102506,0.025742257229757502
102509,0.03305826511307525
102519,0.017093642438088395
102522,0.04210526333396028
102545,0.025018087588574614
102549,0.021743201829743406
102562,0.00853580213809834
102563,0.013451583541877195
102568,0.10115220505576777
102582,0.04719356319223035
102592,0.008384470299937576
102597,0.07824869340122918
102605,0.023247076218093507
102614,0.023298189469952383
102617,0.09398951585069834
102634,0.028157851583147132
102652,0.02810971126875894
102655,0.0052981860347094244
102671,0.06798031145891242
102694,0.23406641856420085
102701,0.036445156832954094
102703,0.008141528795659762
102704,0.02127814911254039
102713,0.007863393147300847
102720,0.0819275156668137
102731,0.018247850652712012
102733,0.021935132595509246
102749,0.013195717276818555
102755,0.09674466207815563
102763,0.006203454882974762
102770,0.042200686321520145
102772,0.08474566915551399
102799,0.09342815540793398
102838,0.012908405739906842
102854,0.01871569841954231
102862,0.16757073033650696
102863,0.027501784580871554
102867,0.00914984767832493
102868,0.009411003908846409
102878,0.057201329500963835
102887,0.017779146041800524
102898,0.43462172765092205
102904,0.10322267478332393
102912,0.03804762116451524
102919,0.038216643311291064
102927,0.09775325689842955
102932,0.08018167282516603
102933,0.048825682451595104
102935,0.009608340518760096
102958,0.09059456139036358
102969,0.2714305555560457
102971,0.03137586492394558
102975,0.08084329752069949
102979,0.03617746571980135
102982,0.008151121391773698
102987,0.27213259984248506
102989,0.02207918844077686
102995,0.06110772864888567
102996,0.007990421976492145
103000,0.03674204724301624
103001,0.15961030385315478
103004,0.022565187641849938
103010,0.01025787035811741
103025,0.33108239645128706
103029,0.012841028761819554
103046,0.044336512382020514
103056,0.021926542930391306
103062,0.07384407087640657
103078,0.019288195067531287
103083,0.020089813571457574
103092,0.04272138662322663
103096,0.03251085232065229
103097,0.07374231236434522
103102,0.3089370212582139
103112,0.05325340089210736
103132,0.03186084349456837
103144,0.08407278707748848
103145,0.13309356274949918
103146,0.007152369342626773
103147,0.10557917769470775
103158,0.026846934241107116
103171,0.08935834449112735
103173,0.026030383811216445
103184,0.021577052269442704
103195,0.12949556372051013
103196,0.07738379037540424
103206,0.018210356081688618
103230,0.12422678501852107
103231,0.17506894995746067
103232,0.01889298139070935
103239,0.07216098192145812
103240,0.1755136362636977
103243,0.01403021582354804
103252,0.0983395850497675
103258,0.0450068939171961
103259,0.11462971078442888
103279,0.011779030375479595
103280,0.005683940784881256
103286,0.05306873872777997
103287,0.42537302326823034
103290,0.010745660290929562
103298,0.02185872417320258
103315,0.005745560323346076
103319,0.021309163476268475
103334,0.24795408585650425
103336,0.03878080119314198
103345,0.03579610901310434
